address,latitude,longitude,rating,distance,price,name,store_id
7301 Henri-Bourassa Blvd E,45.61749978,-73.60601127,7.4,941,1,Restaurant Prima Luna,not available
7000 Marie-Victorin Rue,45.61749978,-73.60601127,0.0,79,1,Café l'Exil,not available
7000 Maurice du Plessis Blvd,45.61749978,-73.60601127,0.0,240,2,Resto Capucine,not available
11737 4e Ave,45.61749978,-73.60601127,0.0,587,1,Biscuits Heavenly Taste Biscotti,not available
7230 Maurice-Duplessis Blvd,45.61749978,-73.60601127,0.0,696,2,Restaurant Phoenix Oriental,not available
7303 Henri-Bourassa Blvd E,45.61749978,-73.60601127,0.0,964,1,Pizzeria Etc,not available
7000 Maurice-Duplessis Blvd,45.61749978,-73.60601127,0.0,246,0,Resto-bar Capucine - Nord-Est de Montréal,not available
11745 4e Ave,45.61749978,-73.60601127,0.0,635,0,Pâtisserie Safa,not available
11835 Langelier Blvd,45.61749978,-73.60601127,0.0,636,0,Hollywood Diner,not available
6767 Henri-Bourassa Blvd E,45.61749978,-73.60601127,0.0,641,0,Ecafé,not available
6711 Henri Bourassa Blvd Est N,45.61749978,-73.60601127,0.0,661,0,Piano Bar la Belle Epoque,not available
11810 Langelier Blvd,45.61749978,-73.60601127,0.0,687,0,Mon Ami Drive in,not available
7244 Maurice-Duplessis Blvd,45.61749978,-73.60601127,0.0,715,0,Resto Bar Danesi,not available
7272 Maurice-Duplessis Blvd,45.61749978,-73.60601127,0.0,743,0,Hendrix Tapas & Burgers,not available
7310 Maurice-Duplessis Blvd,45.61749978,-73.60601127,0.0,809,0,Cafe liana bar & grill,not available
6365 rue de Dijon,45.61749978,-73.60601127,0.0,861,0,Restaurant Fuzion,not available
6365 Rue de Dijon,45.61749978,-73.60601127,0.0,887,0,Resto Celta,not available
6353 Rue de Dijon,45.61749978,-73.60601127,0.0,906,0,Pizzeria Migusto,not available
7462 Maurice-Duplessis Blvd,45.61749978,-73.60601127,0.0,953,0,O Sushi,not available
6363 Henri-Bourassa Blvd E,45.61749978,-73.60601127,0.0,960,0,La Veranda,not available
1431 Saint-Laurent Blvd,45.51692621,-73.56425732,9.4,741,2,Cadet,not available
1595 Saint-Laurent Blvd,45.51692621,-73.56425732,9.3,675,3,Bouillon Bilk,not available
3927 Saint-Denis Rue,45.51692621,-73.56425732,9.1,876,3,L'Express,not available
19 Prince-Arthur Rue O,45.51692621,-73.56425732,9.0,766,1,Café Nocturne,not available
1272 Sainte-Catherine Rue E,45.51692621,-73.56425732,9.0,718,2,Bar Renard,not available
1106B Saint Laurent Blvd,45.51692621,-73.56425732,9.0,961,3,Bar le Mal Nécessaire,not available
300 Ontario Rue E,45.51692621,-73.56425732,8.9,268,3,La Distillerie,not available
536 Duluth Ave E,45.51692621,-73.56425732,8.7,988,3,Au Pied de Cochon,not available
3609 Saint-Denis Rue,45.51692621,-73.56425732,8.6,426,4,La Fabrique Bistrot,not available
301 Emery Rue,45.51692621,-73.56425732,8.6,294,1,Café Saint-Henri Quartier Latin,not available
1096 Saint-Laurent Blvd,45.51692621,-73.56425732,8.6,963,1,La Capital Tacos,not available
2021 Saint-Denis Rue,45.51692621,-73.56425732,8.6,132,3,Le 4e Mur,not available
8 Sherbrooke Rue E,45.51692621,-73.56425732,8.5,651,1,Cafe Origine,not available
1310 Blvd de Maisonneuve Est,45.51692621,-73.56425732,8.5,682,1,Bistro le Passe Compose,not available
1112 Blvd de Maisonneuve Est,45.51692621,-73.56425732,8.5,488,3,O'Thym,not available
73 Prince Arthur Rue E,45.51692621,-73.56425732,8.5,647,1,Arepera,not available
156 Roy Rue E,45.51692621,-73.56425732,8.4,816,2,Else's,not available
1749 Saint-Denis Rue,45.51692621,-73.56425732,8.4,132,2,Le Saint Bock,not available
1668 Saint-Denis Rue,45.51692621,-73.56425732,8.3,208,2,Pizzeria Dei Compari,not available
3600 Saint-Laurent Blvd,45.51692621,-73.56425732,8.2,742,2,Juliette et Chocolat,not available
51 Sherbrooke Rue O,45.51692621,-73.56425732,8.2,717,1,Café OSMO,not available
245 Sherbrooke Rue O,45.51692621,-73.56425732,8.2,966,1,Benelux,not available
1567 Saint-Denis Rue,45.51692621,-73.56425732,8.2,301,3,Saint-Houblon,not available
3515 Saint-Laurent Blvd,45.51692621,-73.56425732,8.2,677,2,McKibbin's Irish Pub,not available
1579 Saint-Laurent Blvd,45.51692621,-73.56425732,8.1,692,0,Bar Pamplemousse,not available
2049 Saint-Denis Rue,45.51692621,-73.56425732,7.9,149,2,Brasserie Artisanale l'Amère a Boire Inc,not available
1615 Saint-Denis Rue,45.51692621,-73.56425732,7.9,242,2,Juliette et Chocolat,not available
3845 Saint-Denis Rue,45.51692621,-73.56425732,7.9,775,0,Restaurant Au Pres de MA Blonde,not available
1649 Saint-Denis Rue,45.51692621,-73.56425732,7.9,208,2,Pub l'Ile Noire,not available
1315 Sainte-Catherine Rue E,45.51692621,-73.56425732,7.9,762,2,Bar l'aigle Noir,not available
1365 Ontario Rue E,45.51692621,-73.56425732,7.9,728,2,Poutineville,not available
1710 Saint-Denis Rue,45.51692621,-73.56425732,7.8,157,2,Frite Alors,not available
20 Prince-Arthur Rue O,45.51692621,-73.56425732,7.8,760,2,Ye Olde Orchard Pub & Grill,not available
921 Sainte-Catherine Rue E,45.51692621,-73.56425732,7.8,503,1,La graine brûlée,not available
87 Sainte-Catherine Rue E,45.51692621,-73.56425732,7.8,669,1,Foufounes Electriques,not available
1275 Dunkirk Ch,45.51293324,-73.63389015,7.7,835,1,Pizzaiolle,not available
114 Dresden Ave,45.51293324,-73.63389015,7.4,448,3,Poissonnerie la Sirene la Mer,not available
2707 Van Horne Ave,45.51293324,-73.63389015,6.4,795,1,Subway,not available
1297 Canora Ch,45.51293324,-73.63389015,6.1,808,3,Dupond & Dupont,not available
2659 Van Horne Ave,45.51293324,-73.63389015,0.0,818,1,Domino's Pizza,10727
1081 Caledonia Ch,45.51293324,-73.63389015,0.0,922,2,Thia Dina's,not available
1383 Canora Ch,45.51293324,-73.63389015,0.0,954,2,Hinata Sushi,not available
6914 Wilderton Ave,45.51293324,-73.63389015,0.0,251,0,Sarah Cuisine Créole,not available
6685 Ave de Darlington,45.51293324,-73.63389015,0.0,445,0,Boulangerie Sindidab,not available
6690 Ave de Darlington,45.51293324,-73.63389015,0.0,480,0,Restaurant Kim Fay,not available
6675 Wilderton Ave,45.51293324,-73.63389015,0.0,496,0,Il Rincontro,not available
2720 Pl de Darlington,45.51293324,-73.63389015,0.0,660,0,Joaquin's Cigar Lounge,not available
2660 Ave de Kent,45.51293324,-73.63389015,0.0,734,0,Saveurs de Damas,not available
3205 Barclay Ave,45.51293324,-73.63389015,0.0,764,0,Boulangerie Kalina,not available
1777 Graham Blvd,45.51293324,-73.63389015,0.0,926,0,Mon Royal Chocolat,not available
6100 Ave du Boise,45.51293324,-73.63389015,0.0,936,0,Cafe Morena,not available
250 Graham Blvd,45.51293324,-73.63389015,0.0,995,0,Pizza Molito,not available
246 Graham Blvd,45.51293324,-73.63389015,0.0,995,0,Dagwoods Sandwichs et Salades,not available
1387 Athlone Ch,45.51293324,-73.63389015,0.0,998,0,Salade Basil,not available
608 Blvd de la Concorde Ouest,45.56048985,-73.70918512,6.9,179,1,Boulangerie Patisserie,not available
542 Ampère,45.56048985,-73.70918512,0.0,144,1,Pizza 2 Pour 1,not available
319 Cartier Blvd O,45.56048985,-73.70918512,0.0,805,1,Restaurant le Cartier,not available
270 Blvd de la Concorde Ouest,45.56048985,-73.70918512,0.0,845,2,Bar Bada Bing,not available
1700 rue Jacques-Tétreault,45.56048985,-73.70918512,0.0,953,1,Van Houtte,not available
555 Lucien-Paiement Rue,45.56048985,-73.70918512,0.0,958,1,Café Dépôt,not available
180 Blvd de la Concorde Ouest,45.56048985,-73.70918512,0.0,977,1,Café Bistro Il Momento,not available
1323 Blvd de la Concorde O,45.56048985,-73.70918512,0.0,385,0,Les Gestions I.p.m.b. Cardinal Inc,not available
615 Robert-Elie Rue,45.56048985,-73.70918512,0.0,501,0,Outrageous Inc,not available
1405 Blvd du Souvenir,45.56048985,-73.70918512,0.0,735,0,Distribution Café Addison,not available
475 de l'Avenir,45.56048985,-73.70918512,0.0,738,0,Subway,Restaurant #65426
317 Cartier Blvd O,45.56048985,-73.70918512,0.0,813,0,Dallas Resto Pub,not available
270 Blvd de la Concorde O,45.56048985,-73.70918512,0.0,879,0,Bar Badabing,not available
293A Cartier Blvd O,45.56048985,-73.70918512,0.0,905,0,Allo Pizza,not available
3927 Saint-Denis Rue,45.52783154,-73.57190967,9.1,870,3,L'Express,not available
3801 Saint-Denis Rue,45.52783154,-73.57190967,9.0,944,1,Le Club Espresso Bar,not available
1266 Ave du Mont-Royal Est,45.52783154,-73.57190967,8.9,492,1,Point G,not available
4185 Drolet Rue,45.52783154,-73.57190967,8.9,901,2,Yokato Yokabai,not available
1810 Ave du MONT-ROYAL Est,45.52783154,-73.57190967,8.8,613,1,Mr. Puffs,not available
865 Rachel Rue E,45.52783154,-73.57190967,8.8,508,2,La Maison des Pâtes Fraîches,not available
1127 Ave du Mont-Royal Est,45.52783154,-73.57190967,8.7,557,1,St-Viateur Bagel & Cafe,not available
536 Duluth Ave E,45.52783154,-73.57190967,8.7,650,3,Au Pied de Cochon,not available
4115A Saint-Denis Rue,45.52783154,-73.57190967,8.6,823,0,Diese Onze,not available
951 Rachel Rue E,45.52783154,-73.57190967,8.6,416,0,Pub Pit Caribou,not available
1059 Gilford Rue,45.52783154,-73.57190967,8.5,866,3,Restaurant la Raclette,not available
4449 Rue de Mentana,45.52783154,-73.57190967,8.5,624,2,Tampopo,not available
994 Rachel Rue E,45.52783154,-73.57190967,8.5,356,1,La Banquise,not available
506 Duluth Ave E,45.52783154,-73.57190967,8.4,695,2,Khyber Pass Restaurant,not available
922 Ave du Mont-Royal Est,45.52783154,-73.57190967,8.4,669,2,Restaurant l'Avenue,not available
4720 Marquette Rue,45.52783154,-73.57190967,8.4,845,3,Maison Publique,not available
4338 Saint-Denis Rue,45.52783154,-73.57190967,8.3,868,1,Ceramic Cafe-Studio Inc,not available
4710 rue de Lanaudière,45.52783154,-73.57190967,8.2,801,3,Le Chien Fumant,not available
860 Ave du Mont-Royal Est,45.52783154,-73.57190967,8.0,702,1,Boulangerie Première Moisson,not available
3845 Saint-Denis Rue,45.52783154,-73.57190967,7.9,918,0,Restaurant Au Pres de MA Blonde,not available
1365 Ontario Rue E,45.52783154,-73.57190967,7.9,982,2,Poutineville,not available
370 Marie-Anne Rue E,45.52783154,-73.57190967,7.8,896,1,Café Tuyo,not available
360 Rachel Rue E,45.52783154,-73.57190967,7.8,879,2,Ichigo Ichie,not available
3828 Saint-Denis Rue,45.52783154,-73.57190967,7.7,945,1,Tacos Tin Tan,not available
1030 Cherrier Rue,45.52783154,-73.57190967,7.7,807,1,Bistro Tôt ou Tard,not available
781 Ave du Mont-Royal E,45.52783154,-73.57190967,7.7,760,1,Café Névé,not available
751 Ave du Mont-Royal E,45.52783154,-73.57190967,7.7,789,1,Starbucks,16435-170964
920 Mont Royal E,45.52783154,-73.57190967,7.6,665,1,Yeh! Yogourt Glacé et Café,not available
901 Rachel Rue E,45.52783154,-73.57190967,7.6,486,2,Fenêtre Sur Kaboul,not available
521 Duluth Ave E,45.52783154,-73.57190967,7.5,669,2,Le Jardin de Panos,not available
3967 Saint-Denis Rue,45.52783154,-73.57190967,7.4,853,1,Brulerie St Denis,not available
1652 Ontario Rue E,45.52783154,-73.57190967,7.3,976,1,Dame Tartine Déjeuner et Dîner,not available
2017 Ave du Mont-Royal Est,45.52783154,-73.57190967,7.2,769,1,L'Oeufrier,not available
1875 Ave du Mont-Royal Est,45.52783154,-73.57190967,7.1,666,2,Le Terminal,not available
404 Duluth Ave E,45.52783154,-73.57190967,7.1,820,2,Restaurant Eduardo Duluth,not available
7790 Sherbrooke Rue E,45.59833498,-73.54596734,7.6,916,2,Bar Sushi Nippori,not available
7780 Sherbrooke Rue E,45.59833498,-73.54596734,6.6,923,1,Subway,23356
6270 Louis-H. Lafontaine Blvd,45.59833498,-73.54596734,6.5,557,1,Tim Hortons,not available
6110 Louis-H.-La Fontaine Blvd,45.59833498,-73.54596734,6.4,383,1,Dic Ann's Hamburgers,not available
7870 Sherbrooke Rue E,45.59833498,-73.54596734,5.9,916,2,St-Hubert Express,100163
7291 Ave de la Malicorne,45.59833498,-73.54596734,0.0,580,1,Acropolis Pizzeria & Restaurant,not available
7880 Sherbrooke Rue E,45.59833498,-73.54596734,0.0,821,1,Brasserie Champlain,not available
7275 Sherbrooke St E,45.59833498,-73.54596734,0.0,892,1,Second Cup CAFÉ & Cie avec Pinkberry yogourt glacé,not available
6740 Joseph-Renaud Blvd,45.59833498,-73.54596734,0.0,894,2,Restaurant Memphis,not available
7950 Sherbrooke Rue E,45.59833498,-73.54596734,0.0,895,1,Café William Spartivento,not available
7201 Beaubien Rue E,45.59833498,-73.54596734,0.0,1011,1,La Belle Province Anjou,not available
7001 des Galeries d'Anjou Blvd,45.59833498,-73.54596734,0.0,1072,3,Restaurant la Bonne Adresse,not available
6270 Louis-H.-Lafontaine Blvd,45.59833498,-73.54596734,0.0,444,0,Gestion Faucher Lambert 1985 Inc,not available
6700 Joseph Renaud Blvd,45.59833498,-73.54596734,0.0,868,0,La Fraicheur Tropicale,not available
5020 Saint-Donat Rue,45.59833498,-73.54596734,0.0,896,0,Lakay,not available
7275 Sherbrooke Rue E,45.59833498,-73.54596734,0.0,978,0,Bar Beaux Jeux,not available
45 Mozart Ave O,45.53519006,-73.61548215,9.2,262,2,Marconi,not available
6840 Saint-Laurent Blvd,45.53519006,-73.61548215,9.1,277,1,Cafe Italia,not available
511 Villeray Rue,45.53519006,-73.61548215,9.1,900,2,Tapeo,not available
7032 Waverly Rue,45.53519006,-73.61548215,9.0,404,1,Dépanneur le Pick Up,not available
500 Beaubien Rue E,45.53519006,-73.61548215,8.9,871,1,Café Pista,not available
901 Saint-Zotique Rue E,45.53519006,-73.61548215,8.8,795,2,Yïsst,not available
95 Jean-Talon Rue O,45.53519006,-73.61548215,8.8,340,0,Brasserie Harricana,not available
277 Dante Rue,45.53519006,-73.61548215,8.8,296,1,Pasticceria Alati-Caserta,not available
6389 Saint-Laurent Blvd,45.53519006,-73.61548215,8.8,822,2,Pastaga,not available
6704 Clark Rue,45.53519006,-73.61548215,8.7,461,2,Dinette Triple Crown,not available
6696 Rue de Saint-Vallier,45.53519006,-73.61548215,8.7,602,3,Restaurant Santa Barbara,not available
7129 Saint-Laurent Blvd,45.53519006,-73.61548215,8.6,179,2,Birra,not available
378 Saint-Zotique Rue E,45.53519006,-73.61548215,8.6,522,1,La Brume Dans Mes Lunettes,not available
83 Saint-Zotique Rue E,45.53519006,-73.61548215,8.6,432,2,Épicerie Pumpui,not available
232 Jean-Talon Rue E,45.53519006,-73.61548215,8.6,138,1,Le Roi du Taco,not available
6956 Drolet Rue,45.53519006,-73.61548215,8.6,272,0,Chez Tousignant,not available
6631 Saint-Laurent Blvd,45.53519006,-73.61548215,8.5,573,2,Vices & Versa Bistro du Terroir Inc,not available
7349 Saint Hubert Rue,45.53519006,-73.61548215,8.5,739,1,Mr. Azteca,not available
6414 Saint-Denis Rue,45.53519006,-73.61548215,8.5,854,1,Restaurant Pho Tay Ho,not available
520 Beaubien Rue E,45.53519006,-73.61548215,8.2,890,0,Restaurant El Chalateco,not available
35 Beaubien Rue E,45.53519006,-73.61548215,8.1,760,1,Moustache Café,not available
6527 St Laurent Blvd,45.53519006,-73.61548215,8.0,710,1,Plougastel,not available
6827 St-Dominique Rue,45.53519006,-73.61548215,7.9,272,2,Pizzeria Gema,not available
189 Dante Rue,45.53519006,-73.61548215,7.9,247,1,Pizzeria Napoletana,not available
386 Beaumont Ave,45.53519006,-73.61548215,7.9,767,2,Denise,not available
6700 Saint-Laurent Blvd,45.53519006,-73.61548215,7.9,440,3,Saint-Houblon Petite-Italie,not available
48 Dante Rue,45.53519006,-73.61548215,7.8,271,2,Impasto,not available
6584 Saint-Laurent Blvd,45.53519006,-73.61548215,7.7,563,1,Taverne Cobra,not available
7335 Rue du Mile-End,45.53519006,-73.61548215,7.7,686,1,Café St-Henri HQ,not available
414 Saint-Zotique Rue E,45.53519006,-73.61548215,7.7,565,2,Beaufort - Bistro,not available
6705 Saint-Hubert Rue,45.53519006,-73.61548215,7.6,742,1,Le Roi du Smoked Meat,not available
150 Saint-Zotique Rue E,45.53519006,-73.61548215,7.5,434,2,Mon Lapin,not available
519 Faillon Rue E,45.53519006,-73.61548215,7.5,721,2,Daou Restaurant,not available
220 Villeray Rue,45.53519006,-73.61548215,7.4,803,2,Miss Villeray,not available
414 Jean-Talon Rue E,45.53519006,-73.61548215,7.3,381,1,Ligne Rouge Souvlaki,not available
5414 Gatineau Ave,45.49772283,-73.61925334,8.8,287,2,Saint-Houblon,not available
5002 Ch de la Côte-des-Neiges,45.49772283,-73.61925334,8.7,353,1,Duc de Lorraine,not available
5703B de la Cote-Des-Neiges Ch,45.49772283,-73.61925334,8.4,669,2,Restaurant Pho Lien,not available
5400 Ch de la Côte-des-Neiges,45.49772283,-73.61925334,8.2,350,2,McCarold,not available
5685 Ch Côte-Des-Neiges,45.49772283,-73.61925334,7.6,637,1,Allô! Mon Coco,not available
5484 Ch de la Cote-Des-Neiges,45.49772283,-73.61925334,7.3,391,1,Starbucks,23595-222908
5595 Cote des Neiges,45.49772283,-73.61925334,7.3,508,2,Grillades Farhat,not available
5985 Ch de la Cote-des-neiges,45.49772283,-73.61925334,7.0,917,1,Tim Hortons,not available
5540-A CôTE-DES-NEIGES,45.49772283,-73.61925334,6.7,455,2,Ngan Dinh,not available
5567A de la Cote des Neiges Ch,45.49772283,-73.61925334,6.4,483,2,Restaurant Kebab Express,not available
6000 Ch de la Côte-des-Neiges,45.49772283,-73.61925334,6.3,963,1,Second Cup,not available
3700 Ch de la Côte-sainte-catherine,45.49772283,-73.61925334,6.2,642,1,Tim Hortons,not available
5195 Ch de la Côte-des-Neiges,45.49772283,-73.61925334,6.2,240,1,A&W Restaurant,5552
5252 Cote des Neiges,45.49772283,-73.61925334,6.2,281,1,McDonald's,40369
3549 Lacombe Ave,45.49772283,-73.61925334,6.1,308,2,Al Amine,not available
5206C de la Cote des Neiges Ch,45.49772283,-73.61925334,5.7,277,2,Second Cup Coffee Co,3179
6025 Blvd de la Côte-Des-Neiges,45.49772283,-73.61925334,5.4,982,1,McDonald's,3312
5185 Ch de la cote-des-Neiges,45.49772283,-73.61925334,5.4,239,1,Subway,not available
3315 Queen Mary Ch,45.49772283,-73.61925334,0.0,164,1,Il Panino,not available
5153 Ch de la Cote-des-Neiges,45.49772283,-73.61925334,0.0,290,2,Rizpopotame,not available
5412 ch de la Côte-des-Neiges,45.49772283,-73.61925334,0.0,293,1,M Star Sandwich,not available
5024 Ch de la Côte-des-Neiges Montréal,45.49772283,-73.61925334,0.0,326,3,Restaurant Ermitage,not available
5412 Cote des Neiges Rd,45.49772283,-73.61925334,0.0,365,0,L2 Lounge Cote des Neiges,not available
5470 Ch. de la Côte des Neiges,45.49772283,-73.61925334,0.0,390,3,Mont Tacos,not available
3737 Lacombe Ave,45.49772283,-73.61925334,0.0,394,2,Le Zoo,not available
5536A de la Cote-Des-Neiges Ch,45.49772283,-73.61925334,0.0,431,2,Le Petit Vibe,not available
5520 Ch de la Cote des Neiges,45.49772283,-73.61925334,0.0,440,2,Copper Branch,not available
5711 Ch de la Cote-des-Neiges,45.49772283,-73.61925334,0.0,497,2,La Republika,not available
90 Vincent d'Indy,45.49772283,-73.61925334,0.0,567,2,La Retenue,not available
5647 Ch de la Côte-des-Neiges,45.49772283,-73.61925334,0.0,593,1,La Diperie,not available
5655 ch de la cote-des-Neiges,45.49772283,-73.61925334,0.0,627,1,Rôtisserie Poulet-Technique,not available
5693 ch de la cote-des-Neiges,45.49772283,-73.61925334,0.0,642,2,Café Nido,not available
3680 Ch de la Côte-Sainte-Catherine,45.49772283,-73.61925334,0.0,651,0,Quesada Burritos and Tacos,not available
3800 Queen-Mary Ch,45.49772283,-73.61925334,0.0,683,1,La Sainte-fringale,not available
3200 Jean-Brillant Rue,45.49772283,-73.61925334,0.0,90,0,Resto-Pub la Brunante,not available
45 Mozart Ave O,45.53330726,-73.62082243,9.2,384,2,Marconi,not available
6840 Saint-Laurent Blvd,45.53330726,-73.62082243,9.1,519,1,Cafe Italia,not available
511 Villeray Rue,45.53330726,-73.62082243,9.1,924,2,Tapeo,not available
7032 Waverly Rue,45.53330726,-73.62082243,9.0,282,1,Dépanneur le Pick Up,not available
95 Jean-Talon Rue O,45.53330726,-73.62082243,8.8,126,0,Brasserie Harricana,not available
277 Dante Rue,45.53330726,-73.62082243,8.8,743,1,Pasticceria Alati-Caserta,not available
260 Pl du Marché du Nord,45.53330726,-73.62082243,8.7,602,1,Café Saint-Henri MJT,not available
6704 Clark Rue,45.53330726,-73.62082243,8.7,641,2,Dinette Triple Crown,not available
7129 Saint-Laurent Blvd,45.53330726,-73.62082243,8.6,287,2,Birra,not available
378 Saint-Zotique Rue E,45.53330726,-73.62082243,8.6,962,1,La Brume Dans Mes Lunettes,not available
83 Saint-Zotique Rue E,45.53330726,-73.62082243,8.6,755,2,Épicerie Pumpui,not available
232 Jean-Talon Rue E,45.53330726,-73.62082243,8.6,512,1,Le Roi du Taco,not available
6956 Drolet Rue,45.53330726,-73.62082243,8.6,738,0,Chez Tousignant,not available
6631 Saint-Laurent Blvd,45.53330726,-73.62082243,8.5,823,2,Vices & Versa Bistro du Terroir Inc,not available
654 Jean-Talon Rue O,45.53330726,-73.62082243,8.1,693,2,Restaurant Village Grecque Inc,not available
6527 St Laurent Blvd,45.53330726,-73.62082243,8.0,954,1,Plougastel,not available
6827 St-Dominique Rue,45.53330726,-73.62082243,7.9,588,2,Pizzeria Gema,not available
189 Dante Rue,45.53330726,-73.62082243,7.9,653,1,Pizzeria Napoletana,not available
386 Beaumont Ave,45.53330726,-73.62082243,7.9,558,2,Denise,not available
6700 Saint-Laurent Blvd,45.53330726,-73.62082243,7.9,668,3,Saint-Houblon Petite-Italie,not available
48 Dante Rue,45.53330726,-73.62082243,7.8,580,2,Impasto,not available
6584 Saint-Laurent Blvd,45.53330726,-73.62082243,7.7,806,1,Taverne Cobra,not available
7335 Rue du Mile-End,45.53330726,-73.62082243,7.7,222,1,Café St-Henri HQ,not available
150 Saint-Zotique Rue E,45.53330726,-73.62082243,7.5,800,2,Mon Lapin,not available
519 Faillon Rue E,45.53330726,-73.62082243,7.5,861,2,Daou Restaurant,not available
220 Villeray Rue,45.53330726,-73.62082243,7.4,720,2,Miss Villeray,not available
414 Jean-Talon Rue E,45.53330726,-73.62082243,7.3,768,1,Ligne Rouge Souvlaki,not available
679 Saint-Roch Rue,45.53330726,-73.62082243,7.2,860,2,Tripoli Restaurant,not available
350 Saint-Zotique Rue E,45.53330726,-73.62082243,7.1,929,0,Restaurant la Carreta,not available
414 Jean-Talon Rue O,45.53330726,-73.62082243,7.0,471,1,Pizza Pizza,310
129 Beaubien Rue O,45.53330726,-73.62082243,6.9,898,3,Le Diplomate,not available
431 Jean-Talon Rue O,45.53330726,-73.62082243,6.8,458,2,Restaurant Lyla,not available
184 Dante Rue,45.53330726,-73.62082243,6.7,661,1,Cafe Concad-Oro,not available
323 Jean-Talon Rue E,45.53330726,-73.62082243,6.6,601,1,Tim Hortons,not available
236 Pl du Marche du Nord,45.53330726,-73.62082243,6.6,561,1,Le Café du Marché,not available
8460 Lacordaire Blvd,45.58398773,-73.60809334,6.7,913,1,Radikal Dezzertz,not available
8492 Lacordaire Blvd,45.58398773,-73.60809334,6.4,889,1,Subway,57208
8705 Viau Blvd,45.58398773,-73.60809334,6.2,203,1,Pizza Pizza,327
8415 Viau Blvd,45.58398773,-73.60809334,0.0,585,1,Boulangerie Pâtisserie Charcuterie Friulano,not available
5055 Couture Blvd,45.58398773,-73.60809334,0.0,764,1,Cafe Buongiorno,not available
8549 Pie-Ix Blvd,45.58398773,-73.60809334,0.0,1003,2,Goûter Tropical,not available
4745 Robert Blvd,45.58398773,-73.60809334,0.0,180,0,Cafe du Sportif Benevento,not available
4713 Robert Blvd,45.58398773,-73.60809334,0.0,202,0,Resto-Café El Kaif,not available
4687 Lavoisier Blvd,45.58398773,-73.60809334,0.0,317,0,Enfant & Compagnie,not available
4713 Lavoisier Blvd,45.58398773,-73.60809334,0.0,322,0,Chicky Doo,not available
4719 Lavoisier Blvd,45.58398773,-73.60809334,0.0,322,0,Nada Sport Bar,not available
8461 Viau Blvd,45.58398773,-73.60809334,0.0,503,0,Au Tacos Plaza Viau,not available
4403 Denis Papin Rue,45.58398773,-73.60809334,0.0,537,0,Bari Fish Market Ltd,not available
5057 Couture Blvd,45.58398773,-73.60809334,0.0,739,0,Pizza Approuvé,not available
5047 Couture Blvd,45.58398773,-73.60809334,0.0,771,0,Bonheur & Gourmandise,not available
8215 Viau Blvd,45.58398773,-73.60809334,0.0,823,0,Yummy Things,not available
8461 Allée de Saint-Léonard,45.58398773,-73.60809334,0.0,851,0,Mon Resto St-Michel,not available
8735 Pie Ix Blvd,45.58398773,-73.60809334,0.0,920,0,Mon Resto Saint-Michel,not available
8615 Pie I X Blvd,45.58398773,-73.60809334,0.0,945,0,Caffé Mokka,not available
8927 Pie-Ix Blvd,45.58398773,-73.60809334,0.0,951,0,Boulangerie Pâtisserie Alkaram,not available
8575 Pie Ix Blvd,45.58398773,-73.60809334,0.0,956,0,"Pfk , Succursales, Montreal",not available
8565 Pie-Ix Blvd,45.58398773,-73.60809334,0.0,965,0,Boulangerie Patisserie Obeissance,not available
4120 Robert Blvd,45.58398773,-73.60809334,0.0,984,0,Cafe Casa Mia,not available
9186 25e Ave,45.58398773,-73.60809334,0.0,997,0,Que Taco Con Queso,not available
4673 Jarry Rue E,45.57237806,-73.59370463,8.5,630,2,Phuket,not available
4310 Belanger Rue,45.57237806,-73.59370463,7.5,874,2,Restobar Chez Toutou,not available
5106 Jean-Talon Rue E,45.57237806,-73.59370463,7.2,951,2,Maison Istanbul,not available
5005 Jean-Talon Rue E,45.57237806,-73.59370463,7.1,779,1,Tim Hortons,not available
5060 Jean-Talon Rue E,45.57237806,-73.59370463,7.1,873,1,A&W Restaurant,5195
8101 Pie-Ix Blvd,45.57237806,-73.59370463,6.4,697,1,Subway,29313
4100 Jean-Talon St E,45.57237806,-73.59370463,6.4,746,1,Subway,26167
5040 Jean-Talon Rue E,45.57237806,-73.59370463,6.0,910,2,Thai Express,205
4275 Jean-Talon Rue E,45.57237806,-73.59370463,5.7,442,0,Fu Lam,not available
4900 Jean-Talon Rue E,45.57237806,-73.59370463,5.6,769,1,McDonald's,not available
8100 Pie Ix Blvd,45.57237806,-73.59370463,5.5,746,1,Tim Hortons,not available
5090 Metropolitain Blvd E,45.57237806,-73.59370463,4.9,837,1,McDonald's,26046
4247 Jean-Talon Rue E,45.57237806,-73.59370463,0.0,530,1,Harvey's,2474
4755 Metropolitain,45.57237806,-73.59370463,0.0,567,3,JeeRa Lounge,not available
4549 Jarry Rue E,45.57237806,-73.59370463,0.0,597,2,Pho Mai,not available
4745 Jean-Talon Rue E,45.57237806,-73.59370463,0.0,610,0,Restaurant TGV,not available
4647 Jarry Rue E,45.57237806,-73.59370463,0.0,625,2,Restaurant Binh Minh,not available
4136 Jean- Talon Rue E,45.57237806,-73.59370463,0.0,678,2,Basha,not available
3924 Jean-Talon Rue E,45.57237806,-73.59370463,0.0,759,1,Café Sable d'Or,not available
4919 Jarry Rue E,45.57237806,-73.59370463,0.0,840,2,Du Boucher a la Table,not available
4541 Belanger Rue,45.57237806,-73.59370463,0.0,861,2,Akwaba,not available
