store_id,latitude,longitude,address,rating,distance,review_count,name
DSQtK_3Pq1s47lTVRYsaqw,45.51293324,-73.63389015,1383 Chemin Canora,4,943.3725524,5,Hinata Sushi
jwYnXuaSqtpiNwyU72Vm9Q,45.51293324,-73.63389015,114 Avenue Dresden,4,455.4000444,47,La Sirène de la Mer
YwNYebxTnWbwFlONz88i5g,45.51293324,-73.63389015,6947 Avenue Wilderton,4.5,251.70658,3,Chanoch Sushi
ebeSnhMLtY-RsGabHnZjWQ,45.51293324,-73.63389015,1789 Boulevard Graham,4.5,929.7830607,2,Les Garcons
Nij88g6JtqIHmg4-FzZSgw,45.51293324,-73.63389015,1297 Chemin Canora,3.5,800.2795884,9,Dupond & Dupont
0k-WPC8TGbdSdl7qKHcRvg,45.51293324,-73.63389015,1248 Beaumont Ave,3.5,1222.747281,58,Sushi Plus
#NAME?,45.51293324,-73.63389015,6914 Avenue Wilderton,3.5,245.5843391,2,Sarah
rf7qbe64XRuqaKYLZ5sdNw,45.51293324,-73.63389015,246 Boulevard Graham,3.5,1007.506236,2,Dagwoods
I4CeZvDdyMHjdVYKDBjCpg,45.51293324,-73.63389015,250 Boul Graham,2,998.6341094,5,Domino's Pizza
nlR18oFlU5NCT6Wr5dfuBA,45.51293324,-73.63389015,1300 Avenue Beaumont,1.5,1064.372103,5,McDonald's
ExTzs-liaVqTJ8Kb14UGsA,45.51293324,-73.63389015,3436 Rue Jean-Talon E,2,793.0116109,1,Chez Quan
sfLaxpTOJh4G59r10nqleg,45.51293324,-73.63389015,3777 Rue Jean-Talon O,2,1161.382256,1,Pizza Hut
IZymYoq0LNe1h871A1e8GQ,45.51293324,-73.63389015,2615-2865 Van Horne Ave,0,794.455884,0,Subway Restaurants
KH8c_ODY2BLFTrUk3kMIyg,45.56048985,-73.70918512,1323 Boul. de la Concorde O,5,393.2525697,1,I Am Pho
E4Q6TSe46OBVff1aMEHS_A,45.56048985,-73.70918512,1950 Rue Claude-Gagné,5,1078.863952,1,La Cage
3kbIBEMLVkM6IyUC4ksoJw,45.56048985,-73.70918512,1950 Rue Claude-Gagné,3.5,1083.205015,22,Gatto Matto
dxwbKmKM0W2YB_EvoguybQ,45.56048985,-73.70918512,308-1950 Rue Claude-Gagné,4,1083.205015,2,Cacao 70 Sweet House
ZGWNMuzs-Dz2nPa4z2SiVQ,45.56048985,-73.70918512,608 Boulevard de la Concorde Ouest,4,170.2899272,2,LA BOULANGERIE PÂTISSERIE CONCORDE ARTISAN
sXQSHLS1QlR8CLpE_gC-tQ,45.56048985,-73.70918512,204 Boulevard de la Concorde Ouest,4,950.0116692,2,Boucherie et Grillades Al Madina
tpvV4150SG3bsjwpuiLsCQ,45.56048985,-73.70918512,180 Boulevard de la Concorde O,4,963.3105293,1,Café Bistro II Momento
7M-QrQOCuvnnk_a-MySfDQ,45.56048985,-73.70918512,110 Boul De La Concorde O,3,998.0877899,8,Chez Gerard
_XOxcQ9JzvJJaf3OTLejfQ,45.56048985,-73.70918512,1950 Rue Claude-Gagné,3,1097.2605,6,Taverne 1909 signé St-Hubert
xGwzM6O_kU8La3RH5WRDjA,45.56048985,-73.70918512,255 Boulevard de la Concorde O,3,880.5333088,1,Georges Sous-Marin et Pizza
EAKI4wifFfJ3sDuQ7sWgLw,45.56048985,-73.70918512,319 Boulevard Cartier Ouest,3,801.7226633,1,Le Cartier
5wiONZnQg1LuqZjNLB6KZg,45.56048985,-73.70918512,544 Avenue Ampère,0,107.348259,0,Subway
cTJkBWzlXHWDqosK88Wlhg,45.56048985,-73.70918512,1495 Boulevard du Souvenir,0,774.7489717,0,Chez Vaness
Iyq5dj0KrOjSvGOA6GqC8w,45.56048985,-73.70918512,1700 Rue Jacques-Tétreault,0,953.9459713,0,Baoria
Qcuk4ogoXkaD0og6BA3HxA,45.56048985,-73.70918512,542 Av Ampere,0,113.3836242,0,Pizza Paris
NJlsBtaLE3xS_tuc2F_Ohg,45.56048985,-73.70918512,103 Boul De La Concorde O,0,1072.6311,0,Domino's Pizza
1Mfo3slmwwAMlF9Aen1lxw,45.56048985,-73.70918512,293 A Cartier Boulevard West,0,885.923554,0,Subway Restaurants
0aB7ysivMclD4-ep7yyI3A,45.52783154,-73.57190967,4135 Rue Saint Denis,5,807.3403183,7,Mama Khan
dP2bzujHqHKS5-vrKW5U1g,45.52783154,-73.57190967,330 Ave Mont-Royal E,5,1027.123763,16,Ohana
VAKTQoWglnCHXTNtZt3xCQ,45.52783154,-73.57190967,4084 Rue Saint-Denis,5,857.7770322,12,La Panzeria
HqIKlhg6OKhpBfEvMwSIwA,45.52783154,-73.57190967,1251 Rue Rachel E,5,111.8760599,101,Fitz Montréal Bike Tours
PrYf25vC8hwlG3o7ceOe_g,45.52783154,-73.57190967,227 Rue Rachel E,5,1047.029845,8,Café Chez Téta
r74VSbpPkyPlbteKUjejnQ,45.52783154,-73.57190967,4522 Rue Saint-Denis,5,996.7250252,8,Pâtisserie Zébulon
hHSLX2xNEyHSG1dizspsFw,45.52783154,-73.57190967,4520 Avenue Papineau,5,636.429623,7,TESFA
GTjBeUQp8MEFS7erudLF1w,45.52783154,-73.57190967,4621 Rue Saint-Denis,5,1031.569323,6,Hong
Oen_gjR_egwLT2B7U4FucQ,45.52783154,-73.57190967,4445 Avenue Papineau,5,546.6287811,5,Vélo Urbain
0DkV-EKEO6P5us2-VDRDsw,45.52783154,-73.57190967,4350 Rue Saint-Denis,5,885.2837501,5,AriZ5
9wJNXm3L-N1lEeIKwrTNgg,45.52783154,-73.57190967,5101 Rue Chambord,5,1126.02064,8,Fromagerie Maitre Affineur Maitre Corbeau
FgGQv00sMQS9OLoroLI8Dg,45.52783154,-73.57190967,701 Avenue du Mont-Royal E,5,825.3112949,4,Le Pontiac
5LdfYbM2ZFICN4CHm0oKcA,45.52783154,-73.57190967,1139A Avenue du Mont-Royal E,5,549.6508438,4,Café Sable
mwZrxaSiSvMaRo9dMdBDAg,45.52783154,-73.57190967,4732 Avenue Papineau,4.5,810.1359277,7,Au Petit Resto
CrsbO0pzNWliL8l0Vng6zw,45.52783154,-73.57190967,921 Rue Rachel E,4.5,458.6170033,14,Izu Sushi
qcdmm6DMl7TV1kqnyhL32w,45.52783154,-73.57190967,851 Rue Rachel E,4.5,535.0979548,38,Le Virunga
m6SdqidlWMJYhLArqBHd-g,45.52783154,-73.57190967,4282 Rue Saint-Denis,4.5,869.4440732,6,La Dépendance
LdD0yYLcHuamULrvZYY3Jg,45.52783154,-73.57190967,1831 Rue Gilford,4.5,919.6331432,65,Pégase
2QzGh0UPJVbjtRlujmBXpw,45.52783154,-73.57190967,330 Rue Marie-Anne E,4.5,945.7881475,41,Le P'tit Plateau
X68KLtmqpKiy7omUvembUg,45.52783154,-73.57190967,4167 Rue Saint-Denis,4.5,811.7218846,14,La Binerie Mont-Royal
Pr7DBM2aMXfnmiYyf5H4-Q,45.59833498,-73.54596734,7275 Rue Sherbrooke E,4,700.047161,3,Kim Chi
SEt3cCTDBh4Aprn62uWf8Q,45.59833498,-73.54596734,7790 Rue Sherbrooke E,4,924.0058049,4,Nippori
1NAIJ3LE3nDDeRRp1p44_w,45.59833498,-73.54596734,6720 Boulevard Joseph-Renaud,3.5,857.04671,3,Yami
NTBe01bJkJ9mob5NYBno0Q,45.59833498,-73.54596734,6700 Boulevard Joseph-Renaud,4,861.7416818,1,La Fraicheur Tropicale
WDqs1YHJL8EZwOHWKIxd7w,45.59833498,-73.54596734,7275 Rue Sherbrooke E,2.5,890.3359652,6,Nickels
8n9TotCbV1qf1-veh9CySA,45.59833498,-73.54596734,7275 Rue Sherbrooke E,2.5,740.369597,6,Toujours Mikes
ryUF1C7Zx7GPZL8ZNihIvg,45.59833498,-73.54596734,7868 Sherbrooke Rue E,3,926.1554076,2,Surprise Pizza
uwqxm-_yUIOsmvKTLnnxiA,45.59833498,-73.54596734,7870 Rue Sherbrooke E,3,926.0596969,2,St-Hubert Express
RPsVBFv8Tag7UfAY8mr2lw,45.59833498,-73.54596734,7275 Sherbrooke E,3,763.6402408,1,Restaurant Amir
jOTPHggUedK033gqfNAnRA,45.59833498,-73.54596734,7001 Boulevard des Galeries d'Anjou,3,983.3164041,1,Restaurant La Bonne Adresse
#NAME?,45.59833498,-73.54596734,7275 Rue Sherbrooke E,0,923.3919844,0,Sukayaki
3A2Rwukc9ZPruT8crrfoAQ,45.59833498,-73.54596734,7600 Rue Sherbrooke E,0,1072.074914,0,Bento Sushi
Y0KR-cMb7MilWT96_Ya-qA,45.59833498,-73.54596734,7291 Avenue de la Malicorne,0,570.4091963,0,Acropolis
7b85WlUpzWmAb1Au4tMH4A,45.59833498,-73.54596734,7275 Rue Sherbrooke E,0,1008.232569,0,Subway
EikELJ9oUS4y-dzim8T93A,45.59833498,-73.54596734,7788 Sherbrooke Street E,0,915.2184987,0,Poff'N'Go
TKcGkIFZXLlLAfhXjtmVFA,45.59833498,-73.54596734,7270 Saint-Zotique Rue,0,1005.092074,0,Restaurant Gringo
sgeAICKRRBg9C6Q-kQmihQ,45.59833498,-73.54596734,7275 Rue Sherbrooke E,0,1008.232569,0,California Sushi
#NAME?,45.59833498,-73.54596734,7275 Rue Sherbrooke Est,0,1072.962607,0,Sushi Shop
uzwVoaXklxrWv2DHLJK_MQ,45.59833498,-73.54596734,7880 Rue Sherbrooke E,0,919.5193371,0,Champlain Brasserie-Bar
e3lm4aDpxBMI43ayFWdWCQ,45.59833498,-73.54596734,7275 Sherbrooke Rue E,0,1008.232569,0,Almadina Mediterranean Cuisine
b6ObPzfxyl3iiy_tn-Fz9Q,45.53519006,-73.61548215,6750 Avenue de l'Esplanade,5,620.1875746,5,Café Guerrero
lWCJWq3Y06ld1NU5cBarvA,45.53519006,-73.61548215,933 Rue Saint-Zotique,5,830.2336242,8,L’Hamburger
AfPJOHDbitT8B8DIw1vtYw,45.53519006,-73.61548215,380 Rue Villeray,5,829.0451964,8,Moccione Pizza
pF7nqoEaT_VYWXQ5iZG1Gw,45.53519006,-73.61548215,6 Rue Gounod,5,1030.751907,7,Rose
HSLtCVekHFcge2gwroF-Rw,45.53519006,-73.61548215,280 Place du Marché du Nord,5,165.6191497,6,Dans la Côte
Vlg_nesyZJfX_mpy2fslTQ,45.53519006,-73.61548215,367 Rue de Castelnau E,5,441.5895396,43,Le Marquis
bIZbtbOhD404RJGvfGKc8w,45.53519006,-73.61548215,45 Rue Beaubien E,5,751.0805727,14,Pizza Bouquet
jfNyv7k_rnB1zadg0WxFoQ,45.53519006,-73.61548215,7335 Rue du Mile End,5,680.4223354,9,Café Saint-Henri
hhkaqdEBFlnqM-anSEN-RQ,45.53519006,-73.61548215,7057 Rue Saint-Denis,5,353.6214476,22,Petit Marché Végé
qXebHbEkDWpc2smeqMxeYQ,45.53519006,-73.61548215,340 Rue Jean-Talon E,5,243.4674589,21,Sushi Nanami
hHGobGQhoyaJk-w9Epdhtg,45.53519006,-73.61548215,153 Avenue Mozart E,5,91.4521929,12,Sham
AVPrE35Ss2sxIbCZ9qJtuQ,45.53519006,-73.61548215,6576 Boulevard Saint-laurent,4.5,578.1754485,17,Cafeden
shkLzr_s4XWqYWm8Ne0RqA,45.53519006,-73.61548215,756 Rue Bélanger,4.5,557.1251277,13,SSAM
3p3Rv_iGr_hzFlqsK-rebg,45.53519006,-73.61548215,6950 Rue Saint-Denis,4.5,332.8479042,13,Matterello
08R3xSHVEFtvn7oxLu54sQ,45.53519006,-73.61548215,67 Rue Beaubien E,4.5,749.57213,16,Caifan Tacos Bar
lLYN1L0JdnseIYa6UUVA5A,45.53519006,-73.61548215,505 Rue Gounod,4.5,1138.291536,22,Pinocchio
fvz2_dAMAlbCLKQEsJvcQA,45.53519006,-73.61548215,7086 Boulevard Saint-Laurent,4.5,183.5078938,6,La Corniche
K1ala_vciG1UETtJECYsvg,45.53519006,-73.61548215,500 Rue Beaubien East,4.5,870.5405517,36,Café Pista
4yStXW33uG870sRIrXktdw,45.53519006,-73.61548215,432 Rue de Castelnau E,4.5,513.7774345,23,Café Ferlucci
Havi5dBD2ELRKhy7EF7R7w,45.53519006,-73.61548215,6518 Boulevard St-Laurent,4.5,657.5441298,17,Restaurant Douro
_mVKYE-xcor1omFJa1BtGA,45.49772283,-73.61925334,5200A Chemin de la Côte-des-Neiges,5,272.3355113,5,Sushi Sama
8ALSiH-XAaKIxpGXJfVtQA,45.49772283,-73.61925334,"5024, ch de la Côte-des-Neiges",5,348.1985117,18,Restaurant Ermitage
UiylnrhS0twLJYKaBPhcGg,45.49772283,-73.61925334,3537 Chemin Queen Mary,5,267.566328,9,Chez Lee
YTxXvPRefcRHg406uDSRkA,45.49772283,-73.61925334,5781 Chemin de la Côte-des-Neiges,4.5,760.3090962,11,Mo Patisserie et Deli
#NAME?,45.49772283,-73.61925334,5613 Chemin Côte-des-Neiges,4.5,536.4237493,6,Yoon
PfWE4WCgkyLIO-wu457KBA,45.49772283,-73.61925334,5147 Chemin de la Côte-des-Neiges,4.5,261.2134518,15,POKA'I
JA7FS49muHzgEYesMlGEcw,45.49772283,-73.61925334,5412 Chemin de la Côte-des-Neiges,4.5,371.0185204,9,Mstar Sandwich
gXiXYhqy5bfQDAfO_yls2g,45.49772283,-73.61925334,5700 Chemin de la Côte-des-Neiges,5,626.6606156,2,Bros
F-pHh-zcjGpZVT4zksRfUw,45.49772283,-73.61925334,3515 Avenue Lacombe,5,302.3650588,2,I Am Pho
oM4PCZ90hPSxGr1TvX03qA,45.49772283,-73.61925334,5623 Chemin de la Côte-des-Neiges,4,550.9471763,27,Lakshana's Chettinad
JCUbpTWUrRMjtu-NZsRyVw,45.49772283,-73.61925334,3515 Avenue Lacombe,4,302.2257788,5,La Panthère Verte
tdOh-zgk842ntu2UAFyykQ,45.49772283,-73.61925334,3101 Chemin de La Tour,4.5,209.8649391,3,Café Acquis de Droit
4vrDokrw99NLl4Q-XVd98g,45.49772283,-73.61925334,5709 Chemin de la Côte-des-Neiges,4.5,676.6793284,3,Santasie
AE-IzUqIkYfJrUqx37feTQ,45.49772283,-73.61925334,5711 Chemin de la Côte-des-Neiges,4,682.6898137,24,La Republika
IeopGbNkD2zYD813uCcTUA,45.49772283,-73.61925334,5619A Chemin de la Côte-des-Neiges,4,544.5197091,37,Tuk Tuk
NA8aT86htT8qKjO7lSKvsQ,45.49772283,-73.61925334,3680 Chemin de la Côte Sainte-Catherine,4,648.5210628,12,Quesada Burritos & Tacos
jJALMyBDfqOjzuuQAooDtw,45.49772283,-73.61925334,5499 Chemin de la Côte-des-Neiges,4,400.1301935,32,Atami
s_VpeEfBsG-sGg6Vyq8afQ,45.49772283,-73.61925334,5703 Chemin de la Côte-des-Neiges,4,664.4575178,165,Pho Lien
ES5KDuquIk2h4_VsgoUQMA,45.49772283,-73.61925334,5485 Avenue Victoria,4,1138.973319,47,Hoai Huong
km36ANvwaK7NbiCjXdCJ7A,45.49772283,-73.61925334,5020 Chemin de la Côte-des-Neiges,5,355.4177549,1,Le Kebab
b6ObPzfxyl3iiy_tn-Fz9Q,45.53330726,-73.62082243,6750 Avenue de l'Esplanade,5,539.5484506,5,Café Guerrero
AfPJOHDbitT8B8DIw1vtYw,45.53330726,-73.62082243,380 Rue Villeray,5,812.3997843,8,Moccione Pizza
pF7nqoEaT_VYWXQ5iZG1Gw,45.53330726,-73.62082243,6 Rue Gounod,5,776.4618037,7,Rose
HSLtCVekHFcge2gwroF-Rw,45.53330726,-73.62082243,280 Place du Marché du Nord,5,627.9855902,6,Dans la Côte
4453NMLx7YmndTq5dm1_zw,45.53330726,-73.62082243,654 Beaumont Av,5,808.7014426,5,Montreal Pita
Vlg_nesyZJfX_mpy2fslTQ,45.53330726,-73.62082243,367 Rue de Castelnau E,5,654.3515382,43,Le Marquis
bIZbtbOhD404RJGvfGKc8w,45.53330726,-73.62082243,45 Rue Beaubien E,5,1027.61586,14,Pizza Bouquet
jfNyv7k_rnB1zadg0WxFoQ,45.53330726,-73.62082243,7335 Rue du Mile End,5,214.8306315,9,Café Saint-Henri
hhkaqdEBFlnqM-anSEN-RQ,45.53330726,-73.62082243,7057 Rue Saint-Denis,5,782.3005505,22,Petit Marché Végé
qXebHbEkDWpc2smeqMxeYQ,45.53330726,-73.62082243,340 Rue Jean-Talon E,5,632.8068223,21,Sushi Nanami
hHGobGQhoyaJk-w9Epdhtg,45.53330726,-73.62082243,153 Avenue Mozart E,5,516.4784229,12,Sham
AVPrE35Ss2sxIbCZ9qJtuQ,45.53330726,-73.62082243,6576 Boulevard Saint-laurent,4.5,817.2681617,17,Cafeden
shkLzr_s4XWqYWm8Ne0RqA,45.53330726,-73.62082243,756 Rue Bélanger,4.5,1011.521568,13,SSAM
3p3Rv_iGr_hzFlqsK-rebg,45.53330726,-73.62082243,6950 Rue Saint-Denis,4.5,793.7404115,13,Matterello
WvNQX4XjdeeUmNZme0dueQ,45.53330726,-73.62082243,1041 Avenue Van Horne,4.5,1214.809169,22,Boxermans
fvz2_dAMAlbCLKQEsJvcQA,45.53330726,-73.62082243,7086 Boulevard Saint-Laurent,4.5,313.5520324,6,La Corniche
T-TES2u1IA2THb8uBhNdCA,45.53330726,-73.62082243,72 Rue Jarry Est,4.5,1040.852149,62,Oui Mais Non
4yStXW33uG870sRIrXktdw,45.53330726,-73.62082243,432 Rue de Castelnau E,4.5,770.8446767,23,Café Ferlucci
Havi5dBD2ELRKhy7EF7R7w,45.53330726,-73.62082243,6518 Boulevard St-Laurent,4.5,900.3067916,17,Restaurant Douro
i5j3FrxdR224KIjfv8x2CQ,45.53330726,-73.62082243,7032 Rue Waverly,4.5,296.8671544,84,Le Pick-Up
DZzWUaaoCihbUzqEoBBM6Q,45.58398773,-73.60809334,4647 Rue Jarry E,4.5,1081.623117,9,Pho Ngoc Tuan
EtIj3LZWkIEGgg-Ar9Urdw,45.58398773,-73.60809334,4549 Rue Jarry E,4,1112.096377,5,Pho Mai
8u3IhwjbQLwJ1KLIrREsGQ,45.58398773,-73.60809334,8934 Boulevard Viau,4.5,332.4723831,3,Pâtisserie Boulangerie Del Sole
i_WEjpxCUCngB6C5tYZB-A,45.58398773,-73.60809334,4919 Rue Jarry E,4,1036.918089,15,La Grotte Des Fromages
5c2mhB4Gjv4Y0m0meGjNlQ,45.58398773,-73.60809334,4627 Rue Jarry E,5,1099.316729,1,La Cappadoce
rmkVyHSMtNGCCD_9_DJ_bg,45.58398773,-73.60809334,4919 Rue Jarry E,4,1036.918089,17,Du Boucher À La Table
hfzkyrcsEaRcQZoaTAt8ww,45.58398773,-73.60809334,4673 Jarry Rue E,4,1071.308765,23,Restaurant Phuket
6IavJgO7pwzXyhXMuQqC4Q,45.58398773,-73.60809334,4627 Rue Jarry E,4,1099.316729,1,Neos Souvlakeri
V19kI9VsJKQKALhbGSvcKQ,45.58398773,-73.60809334,4855 Rue Jarry E,4,1089.093637,1,Costa Del Sole
A-Dxwoxal1L_Ycduagl2ng,45.58398773,-73.60809334,8707 Boulevard Viau,4,219.5883909,1,Lisboa
AHCd_U5T-aX9bsl8hvt9ag,45.58398773,-73.60809334,4965 Rue Jarry E,4,1048.991843,1,Crêpinos
n2c7XXw23RwP8pi3QopnOg,45.58398773,-73.60809334,4975 Rue Jarry E,3.5,1036.23721,3,Basha
jhGmxCeHHws8Fu1gy-fH3w,45.58398773,-73.60809334,8705 Boulevard Viau,2,225.3576183,2,Pizza Pizza
1qjUgeE1ifJ_yOOegFy6pQ,45.58398773,-73.60809334,4696 Jarry Rue E,2,1131.521874,1,Bistro Indochine Sushi Bar
s0VTKy9JxMHMy6PNVy2xfA,45.58398773,-73.60809334,4891 Jarry Rue E,0,1035.368205,0,Association Cattolica Eraclea
gi6x_PMBxr0S3yRRCgs36w,45.58398773,-73.60809334,4719 Bd Lavoisier,0,316.2928502,0,Bistro Sapori
ow7r1Gek4zefXhosbiEvmw,45.58398773,-73.60809334,4696 Rue Jarry E,0,1131.521874,0,Barbec Tropical
q4zHOWR-58fDBwiwpHymTg,45.58398773,-73.60809334,5047 Boulevard Couture,0,780.5236816,0,Boulangerie Gaziantep
#NAME?,45.58398773,-73.60809334,8461 Boulevard Viau,0,508.7495065,0,Au Tacos
oiK7ocdggi9QTiRz-hg3Zg,45.58398773,-73.60809334,8492 Lacordaire Blvd.,0,896.7291722,0,Subway Restaurants
OryvIJ6JCx-EQ1m4ZXydbQ,45.57237806,-73.59370463,4593 Rue Bélanger,5,860.4903034,4,Flamant Crêpes Café
UxfmoEORX32nKgzIvCZTww,45.57237806,-73.59370463,5320 Rue Jean-Talon E,4.5,1195.836195,10,Takashi Sushi Grill & Tapas
P7ghoCBpvJO3K4A4LPNcLw,45.57237806,-73.59370463,5134 Rue Jean-Talon E,4.5,974.6919161,5,Sushi Suki
Vs4LkV-sEUaVbjiBUAxEJw,45.57237806,-73.59370463,7600 Boulevard Viau,4.5,227.5866935,6,Istanbul Gunes Kebab
DZzWUaaoCihbUzqEoBBM6Q,45.57237806,-73.59370463,4647 Rue Jarry E,4.5,633.3740123,9,Pho Ngoc Tuan
JeIcFqVl8iOrAWc-BUPHIw,45.57237806,-73.59370463,5110 Rue Jean-Talon E,4.5,944.9782348,11,Pho Khanh Hoa
6nvaj9BI3i2kBmN1IkwyTw,45.57237806,-73.59370463,4201 Rue Jarry E,4,627.8087619,57,Wing Phat
EtIj3LZWkIEGgg-Ar9Urdw,45.57237806,-73.59370463,4549 Rue Jarry E,4,597.8453874,5,Pho Mai
